p,1000000,2000000,4000000,8000000,16000000,32000000
,0.9072063,1.61177,3.057639,5.955054,11.41144,22.58827
,0.9586377,1.605516,3.098011,6.077086,11.6046,22.18792
,0.9636648,1.588237,3.020071,5.817217,11.57861,22.19224
,0.9478142,1.555116,3.00237,5.881244,11.49761,22.38882
avg,0.92981,1.566278,3.02561,5.948669,11.53036,22.29579
