p,1000000,2000000,4000000,8000000,16000000,32000000,64000000,128000000
,45.46149,72.1081,127.968,199.9,393.616,681.466,1382.57,3004.15
,42.86931,96.8938,116.035,198.216,367.686,719.072,1365.74,2786.26
,41.00419,70.876,117.934,200.262,349.312,732.409,1414.71,2820.83
,40.03715,81.3032,118.158,196.137,368.442,732.059,1393.18,2805.52
,44.78018,81.5335,140.855,212.727,387.444,735.715,1345.17,
